"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"6719",144002,"7d3e0f9cb651a78a4fe5e3921e939c3dae40d7c118d0ff2832be0eb8dcd4a8b5","2020-03","Merseyside Police","Merseyside Police",-2.908732,53.385793,"On or near Supermarket","E01006596","Liverpool 049C","Shoplifting","Investigation complete; no suspect identified",NA
"6720",144003,"2fd1ca27bb14cf8a6593a8493188ba4dbe80cc43d4c445c6c217ca52c1de0809","2020-03","Merseyside Police","Merseyside Police",-2.908732,53.385793,"On or near Supermarket","E01006596","Liverpool 049C","Shoplifting","Court result unavailable",NA
"6721",144015,"b7445939f4cf630dff15862ad217c60a8f2cba0fad93a1f69a33e3630ee4c903","2020-03","Merseyside Police","Merseyside Police",-2.908425,53.381274,"On or near Petrol Station","E01006689","Liverpool 049D","Shoplifting","Investigation complete; no suspect identified",NA
"6722",144134,"f17d598b1aa5a51114a22dfb1d3251ebbf604348c0f7f208f68ea41b130ed988","2020-03","Merseyside Police","Merseyside Police",-2.864534,53.374939,"On or near James Road","E01006798","Liverpool 051D","Shoplifting","Further investigation is not in the public interest",NA
"6723",144135,"d3131aef2d06f393be7d41122150efe22117c8c912e263d31de5f0edaf84d9aa","2020-03","Merseyside Police","Merseyside Police",-2.864534,53.374939,"On or near James Road","E01006798","Liverpool 051D","Shoplifting","Investigation complete; no suspect identified",NA
"6724",144187,"c0ed8c0fc485f07e5a1056ca440f80af51b82cfc41f633b88bb66230ae809618","2020-03","Merseyside Police","Merseyside Police",-2.948176,53.377962,"On or near Supermarket","E01006628","Liverpool 052D","Shoplifting","Investigation complete; no suspect identified",NA
"6725",144188,"146996f0fd795829dbf46472ceefbec8df5fb4ac3d08fc00309c016c69014988","2020-03","Merseyside Police","Merseyside Police",-2.948176,53.377962,"On or near Supermarket","E01006628","Liverpool 052D","Shoplifting","Court result unavailable",NA
"6726",144189,"72d4713f521cea77876b9bf89e68ff91b10646ee1f7fcf8d3e1fde71669d953c","2020-03","Merseyside Police","Merseyside Police",-2.948176,53.377962,"On or near Supermarket","E01006628","Liverpool 052D","Shoplifting","Court result unavailable",NA
"6727",144190,"11256f1f58701f2692c422c751328f1df71a0341da24d0ae5daac8e7cf75dff6","2020-03","Merseyside Police","Merseyside Police",-2.948176,53.377962,"On or near Supermarket","E01006628","Liverpool 052D","Shoplifting","Court result unavailable",NA
"6728",144191,"8eff24d159746ecf4d915e70f776fa51dc88c92ed74b4ea77f3a4e019d971fe5","2020-03","Merseyside Police","Merseyside Police",-2.948176,53.377962,"On or near Supermarket","E01006628","Liverpool 052D","Shoplifting","Court result unavailable",NA
"6729",144220,"e108e0c56cdd0ada4953d3a1144b9130bd61f2bd08f3f9070fc95eb5f2a92a1e","2020-03","Merseyside Police","Merseyside Police",-2.909792,53.369929,"On or near Incemore Road","E01006680","Liverpool 053B","Shoplifting","Investigation complete; no suspect identified",NA
"6730",144221,"249012e84b058e8c6bb5e0d70307f14879f8db4004c183bd15117878fb82fdc1","2020-03","Merseyside Police","Merseyside Police",-2.909792,53.369929,"On or near Incemore Road","E01006680","Liverpool 053B","Shoplifting","Investigation complete; no suspect identified",NA
"6731",144293,"68c1608051be6c4649bdd7cf5bfc3e1fc945ff38696837ea6cc65680d8c346a6","2020-03","Merseyside Police","Merseyside Police",-2.865565,53.35832,"On or near Petrol Station","E01006537","Liverpool 055D","Shoplifting","Investigation complete; no suspect identified",NA
"6732",144311,"01125c21ff01904f4c37e3436f52a288ab3a79348379bdf095712a3b6189b2e1","2020-03","Merseyside Police","Merseyside Police",-2.855737,53.359766,"On or near Supermarket","E01006538","Liverpool 055E","Shoplifting","Investigation complete; no suspect identified",NA
"6733",144312,"7f2856a596258de65fc96bdd7a29f98bdc05fc98da70e24788bdb2d8ec06803f","2020-03","Merseyside Police","Merseyside Police",-2.855737,53.359766,"On or near Supermarket","E01006538","Liverpool 055E","Shoplifting","Investigation complete; no suspect identified",NA
"6734",144313,"affdef7619c365925c9e3c61c1105481cd45f2bf94be8abc8684c8649eca2c57","2020-03","Merseyside Police","Merseyside Police",-2.855737,53.359766,"On or near Supermarket","E01006538","Liverpool 055E","Shoplifting","Investigation complete; no suspect identified",NA
"6735",144476,"f4f2753cd3f50c22bf2d52d67cb07a82115605d5145193846f26af1a93ddffd4","2020-03","Merseyside Police","Merseyside Police",-2.861304,53.349704,"On or near Sports/Recreation Area","E01006739","Liverpool 058B","Shoplifting","Investigation complete; no suspect identified",NA
"6736",144477,"2fa964af01f298c3e7af7fb01bba493a463c9774aa17d549b6e77d9b7b0267e4","2020-03","Merseyside Police","Merseyside Police",-2.86099,53.350515,"On or near Sports/Recreation Area","E01006739","Liverpool 058B","Shoplifting","Unable to prosecute suspect",NA
"6737",144525,"8162502ec13330e61b7ac56626eadbbf57f228df5031c55568c8eda2c33b5c13","2020-03","Merseyside Police","Merseyside Police",-2.880405,53.351542,"On or near Shopping Area","E01006743","Liverpool 058D","Shoplifting","Investigation complete; no suspect identified",NA
"6738",144526,"2362cc0cbc4d227c896ef94e0a1ac3aa35e12b25381b99c39bedf916f663d86d","2020-03","Merseyside Police","Merseyside Police",-2.878036,53.351011,"On or near Parking Area","E01006743","Liverpool 058D","Shoplifting","Investigation complete; no suspect identified",NA
"6739",144527,"c6060475dc1f2d8ca88171e7bc3b84a749405ece598c5fb1aafa27662e048471","2020-03","Merseyside Police","Merseyside Police",-2.880405,53.351542,"On or near Shopping Area","E01006743","Liverpool 058D","Shoplifting","Investigation complete; no suspect identified",NA
"6740",144528,"2078378f35dbfb679d4407344675065bd4de0628888b4c9d3a605a61a9b373c5","2020-03","Merseyside Police","Merseyside Police",-2.878036,53.351011,"On or near Parking Area","E01006743","Liverpool 058D","Shoplifting","Investigation complete; no suspect identified",NA
"6741",144529,"0d9ba7b995feff199aadfdb137fc5fd26c6163c399cab7b843833b23dee29b5c","2020-03","Merseyside Police","Merseyside Police",-2.878036,53.351011,"On or near Parking Area","E01006743","Liverpool 058D","Shoplifting","Investigation complete; no suspect identified",NA
"6742",144594,"849beba4542c1790da7572a856685e9f5245d135120039501a66b5754b6b54a4","2020-03","Merseyside Police","Merseyside Police",-2.838808,53.341684,"On or near North Parade","E01006755","Liverpool 059C","Shoplifting","Unable to prosecute suspect",NA
"6743",144595,"9dddd9b6e9f95db479b7fc73be01c641b10f6ad1178d4dc736a171d867a67cb5","2020-03","Merseyside Police","Merseyside Police",-2.838251,53.3462,"On or near Petrol Station","E01006755","Liverpool 059C","Shoplifting","Further investigation is not in the public interest",NA
"6744",144596,"ad6c1848a87acf10621407b2f37be6351a51abae3f3e572a67e60b185caed6b4","2020-03","Merseyside Police","Merseyside Police",-2.838874,53.345028,"On or near Supermarket","E01006755","Liverpool 059C","Shoplifting","Court result unavailable",NA
"6745",144754,"2cd100e703fc13e7412d2a02a5e1215e20f761d183158b9d1b691567c6f30b71","2020-03","Merseyside Police","Merseyside Police",-2.970434,53.409479,"On or near Supermarket","E01033758","Liverpool 060B","Shoplifting","Further investigation is not in the public interest",NA
"6746",144755,"fa2ee6e5fab71254c4778c43b07ecda12af40ac60f0a2b89e6afabd1735ee71a","2020-03","Merseyside Police","Merseyside Police",-2.97029,53.41108,"On or near Devon Street","E01033758","Liverpool 060B","Shoplifting","Court result unavailable",NA
"6747",144756,"a3d3a7ad714c4315acb05c793d6cc79e2747774a1fed2a207f2bb93439259e48","2020-03","Merseyside Police","Merseyside Police",-2.970209,53.410137,"On or near Bayhorse Lane","E01033758","Liverpool 060B","Shoplifting","Investigation complete; no suspect identified",NA
"6748",144757,"3ccf0324e3239b9a73bf48f1357dc4e5019a2e7d6005ac658bbe66efb0fcf94e","2020-03","Merseyside Police","Merseyside Police",-2.971498,53.409919,"On or near Ilford Street","E01033758","Liverpool 060B","Shoplifting","Court result unavailable",NA
"6749",144758,"00aec69bfbcf0487fae45be7c00b086a3a246e5f85b8a036d00be855fc45f3b4","2020-03","Merseyside Police","Merseyside Police",-2.975899,53.408976,"On or near Back Bridport Street","E01033758","Liverpool 060B","Shoplifting","Investigation complete; no suspect identified",NA
"6750",144759,"8dd0ebc317920b164a85773ca43519d6b42c67180028cf63edd54e171a1deac2","2020-03","Merseyside Police","Merseyside Police",-2.970434,53.409479,"On or near Supermarket","E01033758","Liverpool 060B","Shoplifting","Unable to prosecute suspect",NA
"6751",145037,"04b71511e4a813b02da4ebc166a407acf134206e4d36dc65da414572e4fabdbc","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Unable to prosecute suspect",NA
"6752",145038,"1cc05351b78068221117d3684bd6973e0bb8d2d6a04f12ac60ad214b2f7eef02","2020-03","Merseyside Police","Merseyside Police",-2.981075,53.405122,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6753",145039,"93d20c14ce02f1309b931b335d84c26d0169113ccf84884a426ba39045fcfbf6","2020-03","Merseyside Police","Merseyside Police",-2.9796,53.406392,"On or near Elliot Street","E01033760","Liverpool 060C","Shoplifting","Unable to prosecute suspect",NA
"6754",145040,"c75c4583317d33bfcf829c53a04f884f9aac8005e695e9e3b68c5a72fa16ad8a","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Unable to prosecute suspect",NA
"6755",145041,"9748e65691ea11a1b27373ba12939ac45466953742f18476bb981af5619be1c4","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Investigation complete; no suspect identified",NA
"6756",145042,"75530e4f2047c692fa75fd3becf7c9a33bbfe69ae2bc36a96fd497e0953daa65","2020-03","Merseyside Police","Merseyside Police",-2.981888,53.405771,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Further investigation is not in the public interest",NA
"6757",145043,"29f082825c14b3314bf1a1044dcf5bacaa5d76f186bee815e1fabd71270d8b5a","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Further investigation is not in the public interest",NA
"6758",145044,"9857b618f9224b9f5e297b4c401dcd9264cd59e55770da66b5489b5140fdf641","2020-03","Merseyside Police","Merseyside Police",-2.9796,53.406392,"On or near Elliot Street","E01033760","Liverpool 060C","Shoplifting","Further investigation is not in the public interest",NA
"6759",145045,"d41c03d4fcd712c14e24db8f90c59a2dcba04eb6f047c76ced6d0779e3dff9d4","2020-03","Merseyside Police","Merseyside Police",-2.981075,53.405122,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6760",145046,"997cf4aba9f7e61824c1d30c809d48d878bfcc92eeab543201598233e6273660","2020-03","Merseyside Police","Merseyside Police",-2.981075,53.405122,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6761",145047,"14dffc4ed55d616f27575373c3b800274b98994bd4f9fe6336d67cffdf4275c2","2020-03","Merseyside Police","Merseyside Police",-2.987595,53.406057,"On or near Nightclub","E01033760","Liverpool 060C","Shoplifting","Investigation complete; no suspect identified",NA
"6762",145048,"6613a64a6bba956783288cd4e4d3e16c537dc262ffca7c23db5478967b7c2435","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6763",145049,"4de2f1cf6f3eb54842820b631849f56c861d2f103edc23c796c6eb8adbf5abc0","2020-03","Merseyside Police","Merseyside Police",-2.988662,53.407963,"On or near Dale Street","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6764",145050,"c337aa964602e12fa9ae58865ac8431f8e0075aeab74371d3a765ab64b9690b9","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6765",145051,"768b8f49aa5afdb389d473210cb0bc60019244a7eb7db59521c617e39703d77c","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Further investigation is not in the public interest",NA
"6766",145052,"757d4425fabd8e2863157ee8c408ee8f9911de241eddc6b3a3b62a9d59347edf","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Investigation complete; no suspect identified",NA
"6767",145053,"eb3cd89fb9a55051d292adeae368c7345bb23352de4585b1439e02fcb647d0f5","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Unable to prosecute suspect",NA
"6768",145054,"1f2c6b4fa25cfdd272b4d09bf860e04e74d47f02cc215d806dd50ef9c011c0dd","2020-03","Merseyside Police","Merseyside Police",-2.987014,53.405648,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Local resolution",NA
"6769",145055,"41451421f77a4c01520db88c5a52d057c0fae3d6f2f1ffe638cc00e64808ca01","2020-03","Merseyside Police","Merseyside Police",-2.981323,53.407376,"On or near Theatre/Concert Hall","E01033760","Liverpool 060C","Shoplifting","Court result unavailable",NA
"6770",145056,"bea04ad31dacd38982d20ded7f2a2ee118e61cadccbae80b70acd70f1c37b286","2020-03","Merseyside Police","Merseyside Police",-2.977364,53.407939,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Unable to prosecute suspect",NA
"6771",145057,"0d302c8a5a21ff6cc841c7d8269a462443aa24a63071c49085318fb7b4703f3c","2020-03","Merseyside Police","Merseyside Police",-2.981075,53.405122,"On or near Shopping Area","E01033760","Liverpool 060C","Shoplifting","Investigation complete; no suspect identified",NA
"6772",145058,"de476f7b1588a1fa5d6981124f7d885b3bbbe90e24100bea2fbbaa96028040c2","2020-03","Merseyside Police","Merseyside Police",-2.98193,53.406967,"On or near Parking Area","E01033760","Liverpool 060C","Shoplifting","Investigation complete; no suspect identified",NA
"6773",145193,"e114426c0802621030aa810393621a388c3f5de71de9e51be6efe016558abd90","2020-03","Merseyside Police","Merseyside Police",-2.976571,53.402192,"On or near Roscoe Place","E01033761","Liverpool 060D","Shoplifting","Court result unavailable",NA
"6774",145320,"76d5a3ec60efad8f17f1d3c5a14fbceb08ef8631faee33b10ae4e33c9daeb852","2020-03","Merseyside Police","Merseyside Police",-2.985464,53.402353,"On or near Duke Street Lane","E01033754","Liverpool 061B","Shoplifting","Investigation complete; no suspect identified",NA
"6775",145321,"807242a972816800872f8ae90fbdc76dede4927b7eb269d00a8132eb8a1fb9c6","2020-03","Merseyside Police","Merseyside Police",-2.985464,53.402353,"On or near Duke Street Lane","E01033754","Liverpool 061B","Shoplifting","Investigation complete; no suspect identified",NA
"6776",145322,"5e6918e6716d51c81d41d1d370eba876f7d177adf4acf29af6afa632cd9ad5a3","2020-03","Merseyside Police","Merseyside Police",-2.985464,53.402353,"On or near Duke Street Lane","E01033754","Liverpool 061B","Shoplifting","Investigation complete; no suspect identified",NA
"6777",145513,"3a296d247047f2ce703154b965f5592ea89ce1aad0ce321e7f4cfcb806231575","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6778",145514,"77ced3807e12f46fe24fb5e8c6159e55416e0edde51b37f41fae1c2fd4e814ab","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6779",145515,"fd4af9d8b5fc966062c62dc4ba5e508767ac1f2d02e19ab6cf2c14dc0bdcace5","2020-03","Merseyside Police","Merseyside Police",-2.977302,53.4026,"On or near Bold Street","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6780",145516,"ded1076d7f3060f026994d5cfa888141f4c1cf8f486309bbd871e0c0e51eb4e2","2020-03","Merseyside Police","Merseyside Police",-2.985119,53.403704,"On or near Parking Area","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6781",145517,"d60e2534c9d51fd492a5b557329f2d34c24139187e55a6f7a3e1e7dac6bce55e","2020-03","Merseyside Police","Merseyside Police",-2.977302,53.4026,"On or near Bold Street","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6782",145518,"e147969410e94e2fb5e5e9725eeac6689fee6acd7bb5a05fa00d4ef6774c763a","2020-03","Merseyside Police","Merseyside Police",-2.97995,53.404583,"On or near Shopping Area","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6783",145519,"2e292d31ad7c271c253a2cc8d4abfc42bced4f51719556e06db7c9a27dae1df7","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6784",145520,"e97337ea1fbd9fa65d5aca80cd47c8916b4bfba589904c4a5c930291550e09ef","2020-03","Merseyside Police","Merseyside Police",-2.985119,53.403704,"On or near Parking Area","E01033756","Liverpool 061C","Shoplifting","Further investigation is not in the public interest",NA
"6785",145521,"9878460e8eff2d18a2f956e8bb969b8443019a03e96cadb7a934e23a1fb95ceb","2020-03","Merseyside Police","Merseyside Police",-2.985119,53.403704,"On or near Parking Area","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6786",145522,"e842f751c099eb98a1f008292643cc8b2ffedc684e60ed2fa631bba12e9880d1","2020-03","Merseyside Police","Merseyside Police",-2.983539,53.403016,"On or near Parking Area","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6787",145523,"912a6492559a043151be2d8da69545c379dbf7df98167054cb95931046f17b25","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6788",145524,"ec21cffb765e83332dbbe684c2907f4d8f7e5495f68d09152e6bf6f4a54326de","2020-03","Merseyside Police","Merseyside Police",-2.988735,53.405247,"On or near Lord Street","E01033756","Liverpool 061C","Shoplifting","Unable to prosecute suspect",NA
"6789",145525,"d330019683b517116fff181b3f1c0daa2ad13b6ca6d5a70f096b75370987ca05","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6790",145526,"de5337fbb444dc607bee195258c9253a2750ec92704b68c604bfcec592278fc8","2020-03","Merseyside Police","Merseyside Police",-2.980369,53.403824,"On or near Shopping Area","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6791",145527,"6f77125c60b9a78ce5adaf281a6dc62791a33a0b0a0979b29956c39595c4ba94","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6792",145528,"19bf3c0f0e6b650654339302c5c9169bb7d8a45d70ae07581fe96e94725f0715","2020-03","Merseyside Police","Merseyside Police",-2.988735,53.405247,"On or near Lord Street","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6793",145529,"69774410d76452caa638176c60a5d1297fcb11981078191550b7d53d484ec97d","2020-03","Merseyside Police","Merseyside Police",-2.983077,53.404521,"On or near Old Post Office Place","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6794",145530,"3619140ec5cb91eb536ed9671d36944b79a1873c19138fe6c33d1dfb1bb6278d","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Court result unavailable",NA
"6795",145531,"58ca777147ababc0ee0ec61b94d78f56ad6b88bc2a8595e96a3d0bfbbb91dc1d","2020-03","Merseyside Police","Merseyside Police",-2.983077,53.404521,"On or near Old Post Office Place","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6796",145532,"aa527a30651f41ce19d7a0df28dbd871ae627c76d98264f5d447e216c4f63c0b","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6797",145533,"c9f3920fb6f2e5c9b6118006358fe6b509e3af3ebdd1acfba37b7d642a463dbd","2020-03","Merseyside Police","Merseyside Police",-2.987117,53.404218,"On or near Bus/Coach Station","E01033756","Liverpool 061C","Shoplifting","Investigation complete; no suspect identified",NA
"6798",145534,"22e4b041a315af244cddf13d6e9642b9edc2ac4896b43e58a41d077da0c933bf","2020-03","Merseyside Police","Merseyside Police",-2.983539,53.403016,"On or near Parking Area","E01033756","Liverpool 061C","Shoplifting","Unable to prosecute suspect",NA
"6799",145663,"5bbc52eee757c33e01519a3677c322b9688f0ec8d4190720d6a91284da658c77","2020-03","Merseyside Police","Merseyside Police",-2.981621,53.390933,"On or near Sefton Street","E01033765","Liverpool 061D","Shoplifting","Investigation complete; no suspect identified",NA
"6800",145689,"26e80421818ab35935b01168f43706116faee4ba6f26c65f70371b84e45cda27","2020-03","Merseyside Police","Merseyside Police",-2.998842,53.412912,"On or near Galton Street","E01033751","Liverpool 062A","Shoplifting","Investigation complete; no suspect identified",NA
"6801",145690,"1111550e1c426e45b8ebbe90ac4905b98ade3e715a9c5aa78b8aaa8af106253a","2020-03","Merseyside Police","Merseyside Police",-2.998689,53.415376,"On or near Kingsway","E01033751","Liverpool 062A","Shoplifting","Investigation complete; no suspect identified",NA
"6802",145730,"e966713d0be107815157d6d16c6e7d58a6121a16fc588e07152453314486711e","2020-03","Merseyside Police","Merseyside Police",-2.99236,53.40395,"On or near Strand Street","E01033752","Liverpool 062B","Shoplifting","Unable to prosecute suspect",NA
"6803",145731,"af01b3ab0201f577bf2c962c3aebd4c231068fb166791947b47e73f46b5f60e3","2020-03","Merseyside Police","Merseyside Police",-2.99236,53.40395,"On or near Strand Street","E01033752","Liverpool 062B","Shoplifting","Local resolution",NA
"6804",145732,"c4a926d2a86c8b4291cf0ad504dd17428efee7e57e919aee3a907b24f4459eb5","2020-03","Merseyside Police","Merseyside Police",-2.992335,53.408705,"On or near George Street","E01033752","Liverpool 062B","Shoplifting","Investigation complete; no suspect identified",NA
"6805",145762,"ec928186b4c61f2aa1608dcddc73cd9d69842ff5f74af7e25f556e2657b2cdff","2020-03","Merseyside Police","Merseyside Police",-2.994654,53.408812,"On or near Union Street","E01033753","Liverpool 062C","Shoplifting","Court result unavailable",NA
"6806",145874,"19904957712a241db5220e80be619af67e1ee750ea568c2f2f8db4b8edc785a9","2020-03","Merseyside Police","Merseyside Police",-2.992674,53.654743,"On or near Leyland Road","E01006945","Sefton 004A","Shoplifting","Investigation complete; no suspect identified",NA
"6807",145891,"1e7940e36c818121ac265c8a8224321866c98965df3a528a28135de7a852ff26","2020-03","Merseyside Police","Merseyside Police",-3.010658,53.65194,"On or near Marine Parade","E01006950","Sefton 004B","Shoplifting","Investigation complete; no suspect identified",NA
"6808",145987,"3433efec3b5056f0eaf306bbcd2327c40ef3ca0ab347181b520f3a7eb3a0e775","2020-03","Merseyside Police","Merseyside Police",-3.002439,53.649259,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Investigation complete; no suspect identified",NA
"6809",145988,"50172bd292e233a428544f11e205c8a835a80535e70eed7252b84faccafc99f1","2020-03","Merseyside Police","Merseyside Police",-3.011919,53.645836,"On or near Kingsway","E01006968","Sefton 004C","Shoplifting","Court result unavailable",NA
"6810",145989,"c6234d984ce6a8bff61211217476136aaef894d17c2719eaa95f9fb9b2d7c678","2020-03","Merseyside Police","Merseyside Police",-3.005811,53.649177,"On or near Cable Street","E01006968","Sefton 004C","Shoplifting","Investigation complete; no suspect identified",NA
"6811",145990,"4fd3c389bf0f9f696b6180d6cc4b02b6519b0fb8a19d281c7ff8eb6aba052bff","2020-03","Merseyside Police","Merseyside Police",-3.013357,53.645266,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Unable to prosecute suspect",NA
"6812",145991,"8c11fa1793c24e7f7f2cf2aa2f10d9b8407a8f0e4f26eb041e8eecb49785b8e2","2020-03","Merseyside Police","Merseyside Police",-3.004792,53.647037,"On or near Shopping Area","E01006968","Sefton 004C","Shoplifting","Investigation complete; no suspect identified",NA
"6813",145992,"e5b114fc6e2444256f10f1d3d7d4f51d7137e841e26e661cd50908e3c6fcd175","2020-03","Merseyside Police","Merseyside Police",-3.013357,53.645266,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Unable to prosecute suspect",NA
"6814",145993,"4b55b812576c523249c426d1c1e2bb78589dc0e29bf27e755c8f91e95833be36","2020-03","Merseyside Police","Merseyside Police",-3.013357,53.645266,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Unable to prosecute suspect",NA
"6815",145994,"8b896091710169d367f77da2ce7dff921e4d2f2238207d48d691953f1cc480f9","2020-03","Merseyside Police","Merseyside Police",-3.011919,53.645836,"On or near Kingsway","E01006968","Sefton 004C","Shoplifting","Court result unavailable",NA
"6816",145995,"445e03b07c5578f7bbd88761d3515e74d19efd84d227d7ce99f6a365d129ed87","2020-03","Merseyside Police","Merseyside Police",-3.006455,53.648273,"On or near Shopping Area","E01006968","Sefton 004C","Shoplifting","Investigation complete; no suspect identified",NA
"6817",145996,"8ed82af9f3ce59106ba978fa4cba2ace6bb09eccf92f8f2c391d3538805a6708","2020-03","Merseyside Police","Merseyside Police",-3.003727,53.646767,"On or near Shopping Area","E01006968","Sefton 004C","Shoplifting","Offender given penalty notice",NA
"6818",145997,"46e06d60be78c28085eaaf67418f0eb9a89e0ac21b637173bc812b96d70e651a","2020-03","Merseyside Police","Merseyside Police",-3.013357,53.645266,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Court result unavailable",NA
"6819",145998,"7be967ba5b19a251187e3af00d4433825fcf1b2a498b156f4ebb27a675910b19","2020-03","Merseyside Police","Merseyside Police",-3.013357,53.645266,"On or near Supermarket","E01006968","Sefton 004C","Shoplifting","Unable to prosecute suspect",NA
"6820",146057,"d01da864e84e194dd98517236dbebe43c10ef72b274515ec0dba7d044ec171bc","2020-03","Merseyside Police","Merseyside Police",-2.997564,53.645884,"On or near Parking Area","E01006969","Sefton 004D","Shoplifting","Unable to prosecute suspect",NA
"6821",146058,"db7541f508c797e2ce4c09db6c25e679440a7cf81a29bd4505758239f625fece","2020-03","Merseyside Police","Merseyside Police",-2.995269,53.646101,"On or near Kensington Road","E01006969","Sefton 004D","Shoplifting","Investigation complete; no suspect identified",NA
"6822",146059,"b0080e92a5642aae24d94ff005bb22a8d2230c290eb1e7897c07abc8bfca206e","2020-03","Merseyside Police","Merseyside Police",-2.997564,53.645884,"On or near Parking Area","E01006969","Sefton 004D","Shoplifting","Unable to prosecute suspect",NA
"6823",146060,"09ac0e69e78e9721ceb30cc354a14f4c8403e6079815a535562488118fc8e9de","2020-03","Merseyside Police","Merseyside Police",-2.997564,53.645884,"On or near Parking Area","E01006969","Sefton 004D","Shoplifting","Offender given a caution",NA
"6824",146061,"8fab58ed20b7d6b0c6f6af640cc6710cb45af05d3e259c9d280515117aebc173","2020-03","Merseyside Police","Merseyside Police",-2.997564,53.645884,"On or near Parking Area","E01006969","Sefton 004D","Shoplifting","Court result unavailable",NA
"6825",146062,"36befe266c8d6220d6bf6d2b3a7e3428c35d8d519aaef27074a090ac3b120f21","2020-03","Merseyside Police","Merseyside Police",-2.997564,53.645884,"On or near Parking Area","E01006969","Sefton 004D","Shoplifting","Unable to prosecute suspect",NA
